adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,isbook
False,/lSPsevGgWT3Rqc9OMTyeEsZsOpf.jpg,,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",http://www.21-grams.com/index.php,470,tt0315733,en,21 Grams,"This is the story of three gentle persons: Paul Rivers an ailing mathematician lovelessly married to an English Ã©migrÃ©, Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever.",16.380754,/Aps7GzrYiJZKHNT524Rsg4jaXej.jpg,"[{'name': 'This Is That Productions', 'id': 10059}, {'name': 'Y Productions', 'id': 10887}, {'name': 'Mediana Productions Filmgesellschaft', 'id': 10888}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-09-06,60427839,124.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,How much does life weigh?,21 Grams,False,7.2,1103,0
False,/A3D37AUJvB2wFGFtAxJlwUsoIgz.jpg,,41000000,"[{'id': 35, 'name': 'Comedy'}]",http://www.iloveyouman.com/,16538,tt1155056,en,"I Love You, Man","Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates.""",16.380266,/gFL5cazCOhgsoO2mQuYPMdFekfE.jpg,"[{'name': 'The Montecito Picture Company', 'id': 2364}, {'name': 'De Line Pictures', 'id': 2609}, {'name': 'Bernard Gayle Productions', 'id': 3194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-03-20,91636986,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He needed a best man... He got the worst.,"I Love You, Man",False,6.5,639,0
False,/ldiZsKkwVR7sHnkQZmzoPhKmEo3.jpg,,14500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.romeoandjuliet.com/,454,tt0117509,en,Romeo + Juliet,"In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",16.378870000000003,/6VsRWzhx9i3FNcggVrNwYLMUdxa.jpg,"[{'name': 'Bazmark Films', 'id': 240}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-10-31,147298761,120.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,My only love sprung from my only hate.,Romeo + Juliet,False,6.7,1661,0
False,/iLcCUlDOCAINgxVFNV69ykVeknV.jpg,,67000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",,285923,tt0462322,en,Grindhouse,Two full-length feature horror movies written by Quentin Tarantino and Robert Rodriguez put together as a two-film feature. Including fake movie trailers in between both movies.,16.373807,/oATTOsfalnnFObVNUWiP9MieLIm.jpg,"[{'name': 'Big Talk Productions', 'id': 443}, {'name': 'Yer Dead Productions', 'id': 6869}, {'name': 'Weinstein Company, The', 'id': 7289}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Troublemaker Studios', 'id': 10807}, {'name': 'Dartmouth International', 'id': 15762}, {'name': 'Eyetronics', 'id': 15763}, {'name': 'Rodriguez International Pictures', 'id': 15764}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-04-06,25037897,191.0,"[{'iso_639_1': 'es', 'name': 'EspaÃ±ol'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,A double feature that'll tear you in two!,Grindhouse,False,6.8,569,0
False,/rSf0RYkPiMo9TyjHs2vI8rHlmfF.jpg,,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,241554,tt2199571,en,Run All Night,"Brooklyn mobster and prolific hit man Jimmy Conlon has seen better days. Longtime best friend of a mob boss, Jimmy is haunted by the sins of his pastâ€”as well as a dogged police detective whoâ€™s been one step behind Jimmy for 30 years. But when Jimmyâ€™s estranged son becomes a target, Jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. Now, with nowhere safe to turn, Jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right.",16.343643,/aqNJrAxudMRNo8jg3HOUQqdl2xr.jpg,"[{'name': 'Vertigo Entertainment', 'id': 829}, {'name': 'Energy Entertainment', 'id': 18617}, {'name': 'RatPac-Dune Entertainment', 'id': 41624}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-03-11,71561644,114.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,No sin goes unpunished,Run All Night,False,6.3,1283,0
False,/s58uDwuyVMqgsbmnfyrbpfF147.jpg,,1,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,3082,tt0027977,en,Modern Times,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,16.331529,/7uoiKOEjxBBW0AgDGQWrlfGQ90w.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Charles Chaplin Productions', 'id': 1315}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1936-02-05,8500000,87.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,"He stands alone as the greatest entertainer of modern times! No one on earth can make you laugh as heartily or touch your heart as deeply...the whole world laughs, cries and thrills to his priceless genius!",Modern Times,False,8.2,1082,0
False,/2Fr1vqBiDn8xRJM9elcplzHctTN.jpg,"{'id': 31562, 'name': 'The Bourne Collection', 'poster_path': '/5wcNRGQ5oexJlJUkHyIFT5org4Z.jpg', 'backdrop_path': '/vA5xMglyZv7yzDTj1qUTU4OvelV.jpg'}",60000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",http://www.universalstudiosentertainment.com/the-bourne-identity/,2501,tt0258463,en,The Bourne Identity,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy â€“ but who does he work for?",16.328442000000003,/bXQIL36VQdzJ69lcjQR1WQzJqQR.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Kennedy/Marshall Company, The', 'id': 7383}, {'name': 'Hypnotic', 'id': 7384}, {'name': 'Kalima Productions GmbH & Co. KG', 'id': 7385}, {'name': 'Stillking Films', 'id': 11345}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'CZ', 'name': 'Czech Republic'}]",2002-06-14,214034224,119.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranÃ§ais'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'nl', 'name': 'Nederlands'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,He was the perfect weapon until he became the target.,The Bourne Identity,False,7.3,4050,0
False,/7G0MMCDLvvvmPcPFXIiGYANDj8X.jpg,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",https://www.netflix.com/title/80174434,396398,tt5536736,en,The Meyerowitz Stories (New and Selected),An estranged family gathers together in New York for an event celebrating the artistic work of their father.,16.283387,/c9teDTgwxgnb7wnZjZo4oNcF80R.jpg,"[{'name': 'NetFlix', 'id': 8858}, {'name': 'Gilded Halfwing', 'id': 80556}, {'name': 'IAC Films', 'id': 93105}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-05-21,0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Meyerowitz Stories (New and Selected),False,6.4,212,0
False,/hgV8ul44zLvDfwh27AIlO4cnM7q.jpg,,6000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 37, 'name': 'Western'}]",,642,tt0064115,en,Butch Cassidy and the Sundance Kid,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.",16.269897,/jQH0mTzQ1gQ56H8a0z52WreiEok.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Campanile Productions', 'id': 381}, {'name': 'Newman-Foreman Productions', 'id': 382}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1969-09-23,102308889,110.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'EspaÃ±ol'}]",Released,"Not that it matters, but most of it is true.",Butch Cassidy and the Sundance Kid,False,7.4,755,0
False,/lNnrr7OR7dkqfgIyju8nUJHcf8x.jpg,,95000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",http://www.seventhsonmovie.com/,68737,tt1121096,en,Seventh Son,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?",16.262887,/A3SBRfCSgKNcW2IkbaaOgugLwRt.jpg,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Thunder Road Pictures', 'id': 3528}, {'name': 'Outlaw Sinema', 'id': 13444}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}, {'name': 'Pendle Mountain Productions', 'id': 40112}, {'name': 'China Film Co.', 'id': 40890}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2014-12-12,114178613,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"When darkness falls, the son will rise. When the son falls, the dark knight will rise.",Seventh Son,False,5.2,1100,0
False,/o7hjG7ADpNc2HCnv4SjQmxi72N5.jpg,"{'id': 10455, 'name': ""Child's Play Collection"", 'poster_path': '/50aqbDvbOtdlZrje6Qk4ZvKM7dM.jpg', 'backdrop_path': '/AAhYXBVIEl6WgQnzfBsauTIC25.jpg'}",13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",,11186,tt0099253,en,Child's Play 2,"When Andy's mother is admitted to a psychiatric hospital, the young boy is placed in foster care, and Chucky, determined to claim Andy's soul, is not far behind.",16.252919,/xy0qUntbDOVgiTDvSIFlSM3MMzP.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-11-09,35763605,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Look out Jack! Chucky's back!,Child's Play 2,False,5.8,414,0
False,/pDuD96Fz0ZZXf9buEvRu1UQsmFT.jpg,,175000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",http://movies.disney.com/the-good-dinosaur,105864,tt1979388,en,The Good Dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,16.219266,/2ZckiMTfSkCep2JTtZbr73tnQbN.jpg,"[{'name': 'Disney Pixar', 'id': 6806}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-11-14,331926147,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Little Arms With Big Attitude,The Good Dinosaur,False,6.6,2082,0
False,/jssTFAf5MCBbZPA02vRSYSeVtHh.jpg,"{'id': 945, 'name': 'Lethal Weapon Collection', 'poster_path': '/5zg6QLY0tdDLVHLwn28oowG3m8H.jpg', 'backdrop_path': '/bSLbqUqs5FzBOb1aO9v7qz71R0U.jpg'}",140000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,944,tt0122151,en,Lethal Weapon 4,"In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.",16.203508,/kpC9Y0jhwTqtRlcetxbgn3crnlU.jpg,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Donner/Shuler-Donner Productions', 'id': 5739}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-07-10,285444603,127.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'cn', 'name': 'å¹¿å·žè¯� / å»£å·žè©±'}, {'iso_639_1': 'zh', 'name': 'æ™®é€šè¯�'}]",Released,The faces you love. The action you expect.,Lethal Weapon 4,False,6.3,895,0
False,/5EW4TR3fWEqpKsWysNcBMtz9Sgp.jpg,,110000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.passengersmovie.com/,274870,tt1355644,en,Passengers,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.",16.164727,/5gJkVIVU7FDp7AfRAbPSvvdbre2.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Original Film', 'id': 333}, {'name': 'Company Films', 'id': 7193}, {'name': 'Start Motion Pictures', 'id': 19961}, {'name': 'LStar Capital', 'id': 34034}, {'name': 'Wanda Pictures', 'id': 83838}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-12-21,303144152,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There is a reason they woke up.,Passengers,False,6.7,5033,0
False,/g8WmoShx8FGNObVdmS1mHChktvU.jpg,,0,"[{'id': 53, 'name': 'Thriller'}]",https://www.netflix.com/title/80155475,301355,tt1712192,en,Message from the King,"On a relentless quest to avenge his sister's murder, a man from Cape Town infiltrates a sprawling network of lowlifes and elites in Los Angeles.",16.152259,/6BxIqK8xwlwRXEpkNYEk2tWuZqR.jpg,"[{'name': 'Silver Nitrate', 'id': 23909}, {'name': 'The Ink Factory', 'id': 28275}]",[],2017-05-10,0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Message from the King,False,6.3,89,0
False,/slo4uAwTb08rAq99pgLbV30oZzo.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",http://aquestionoffaith.com/,467433,tt6054650,en,A Question of Faith,"When Tragedy Strikes three Families, their Destiny forces them on a coverging path and mercy as the challenges of their fate could also resurrect their beliefs",16.147337,/mwVkW7sHqhPGdsZa5nb4X3J36vC.jpg,[],[],2017-09-29,2587072,104.0,[],Released,,A Question of Faith,False,8.0,11,0
False,/qPEWGhyM36dOhNWUiO4de75Cwhd.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,445962,tt4797160,en,Larceny,"After being busted for a heist, a former CIA contractor is sent to a Mexican prison. His former CIA boss offers him freedom if he can break into the prison vault and steal $50 Million.",16.125728,/78ChSZdCDP6Oc8jXNXftiwsZLvm.jpg,"[{'name': 'Badhouse Studios Mexico', 'id': 44973}, {'name': 'Parkside Pictures', 'id': 56696}, {'name': 'Tadross Media Group', 'id': 56697}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-03-09,0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Larceny,False,4.5,11,0
False,/fb2lKRIPzk9wSJwkY0k0QNzn5Rj.jpg,"{'id': 389544, 'name': 'Les Tuche', 'poster_path': '/lObcQxyttzBGN4I812wHvvqt9C3.jpg', 'backdrop_path': '/uY1B1yjx4g56BXWnXvphUI6qZP7.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}]",http://www.pathefilms.com/film/lestuche3,424619,tt7066382,fr,Les Tuche 3,,16.1088,/xWMFmlLmIezmlz16FwxZHJaQtpn.jpg,"[{'name': 'TF1 Films Production', 'id': 3823}, {'name': 'PathÃ©', 'id': 7981}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2018-01-31,0,0.0,"[{'iso_639_1': 'fr', 'name': 'FranÃ§ais'}]",Post Production,,Les Tuche 3,False,6.8,8,0
False,/Ac1DJFbYXWANxO59l1uabUcYQT0.jpg,,400000,"[{'id': 35, 'name': 'Comedy'}]",,8193,tt0374900,en,Napoleon Dynamite,"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.",16.088741,/s0yuDUKiAJNl5XkO9OT4aFwnA3I.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'MTV Films', 'id': 746}, {'name': 'Access Films', 'id': 2339}, {'name': 'Napoleon Pictures Limited', 'id': 2340}, {'name': 'Carnival Films', 'id': 6196}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-06-11,46118097,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He's out to prove he's got nothing to prove.,Napoleon Dynamite,False,6.7,661,0
False,/b6oaKs9wG3cdJKNCSNg0U3nv2gQ.jpg,,85000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,62764,tt1667353,en,Mirror Mirror,"After she spends all her money, an evil enchantress queen schemes to marry a handsome, wealthy prince. There's just one problem - he's in love with a beautiful princess, Snow White. Now, joined by seven rebellious dwarves, Snow White launches an epic battle of good vs. evil...",16.058694,/twCU43qv4VVqqsIi1NMnGj2kXmp.jpg,"[{'name': 'Relativity Media', 'id': 7295}, {'name': 'Misher Films', 'id': 11581}, {'name': 'Yucaipa Films', 'id': 12005}, {'name': 'Goldmann Pictures', 'id': 12006}, {'name': 'Rat Entertainment', 'id': 12007}, {'name': 'Misha Films', 'id': 12008}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-03-15,183018522,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Snow White legend comes alive.,Mirror Mirror,False,5.6,1333,0
False,/fjt8ZNuDH64GxgluSj52UMNkolY.jpg,,42000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,1830,tt0399295,en,Lord of War,"Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience.",16.03231,/nwPUI9WlYtDmE5VO6eEFCfrNXWl.jpg,"[{'name': 'Saturn Films', 'id': 831}, {'name': 'Ascendant Pictures', 'id': 1204}, {'name': 'Endgame Entertainment', 'id': 1205}, {'name': 'Entertainment Manufacturing Company', 'id': 1206}, {'name': 'Rising Star', 'id': 1208}, {'name': 'Copag V', 'id': 21938}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2005-09-16,24127895,122.0,"[{'iso_639_1': 'ar', 'name': 'Ø§Ù„Ø¹Ø±Ø¨ÙŠØ©'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranÃ§ais'}, {'iso_639_1': 'ru', 'name': 'PÑƒÑ�Ñ�ÐºÐ¸Ð¹'}, {'iso_639_1': 'es', 'name': 'EspaÃ±ol'}, {'iso_639_1': 'uk', 'name': 'Ð£ÐºÑ€Ð°Ñ—Ð½Ñ�ÑŒÐºÐ¸Ð¹'}, {'iso_639_1': 'tr', 'name': 'TÃ¼rkÃ§e'}]",Released,"Where there's a will, there's a weapon",Lord of War,False,7.1,1576,0
False,/yfRWtsCVDiYnfrZ8ndL3G2WMHid.jpg,,30000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",http://www.ballerinafilm.co.uk/,342473,tt2261287,en,Ballerina,"Set in 1879 Paris. An orphan girl dreams of becoming a ballerina and flees her rural Brittany for Paris, where she passes for someone else and accedes to the position of pupil at the Grand Opera house.",16.026938,/60ZhK1FstSkC9Ms8lRWaTPm55kD.jpg,"[{'name': 'Caramel Films', 'id': 6623}, {'name': 'Quad Productions', 'id': 7038}, {'name': 'Main Journey', 'id': 91331}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2016-12-14,2351359,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Life's greatest adventures begin with a single... Leap!,Ballerina,False,7.2,565,0
False,/wZ2u6C7Fw0DahC3Ilr3judpDWYO.jpg,,61000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",http://www.shootermovie.com/,7485,tt0822854,en,Shooter,"A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why.",15.98187,/wCZv0lNx58sfuLT698RYYJVEeTr.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Grosvenor Park Impact Productions', 'id': 57421}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-03-22,95696996,124.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Yesterday was about honor. Today is about justice.,Shooter,False,6.9,1689,0
False,/fxDXp8un4qNY9b1dLd7SH6CKzC.jpg,,75000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",http://www.singmovie.com/,335797,tt3470600,en,Sing,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,15.961492999999999,/5z4Bj0zUupF7z4VW0REAdso1uxz.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Fuji Television Network', 'id': 3341}, {'name': 'Dentsu', 'id': 6452}, {'name': 'Illumination Entertainment', 'id': 6704}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-11-23,632443719,108.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'no', 'name': 'Norsk'}]",Released,Auditions begin 2016.,Sing,False,6.9,2804,0
False,/AeMtzbw7shxtLvwKKqeITabpTrD.jpg,"{'id': 134897, 'name': 'The Smurfs (Theatrical) Collection', 'poster_path': '/m5p3J2GVAWkHc5UW7mDGXCt7nO7.jpg', 'backdrop_path': '/wMtKE8b0iBt0fZF28vcUiA7ghVt.jpg'}",60000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,137116,tt2398241,en,Smurfs: The Lost Village,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history.",15.952004999999998,/diYAZ6CKUuRAqLYMB2AyVutEFm0.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Sony Pictures Animation', 'id': 2251}, {'name': 'Kerner Entertainment Company', 'id': 7311}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-03-23,197183546,89.0,"[{'iso_639_1': 'ar', 'name': 'Ø§Ù„Ø¹Ø±Ø¨ÙŠØ©'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Smurfs: The Lost Village,False,6.1,422,0
False,/eX5tCQQTX5oHTz2W4CyJgO50zFc.jpg,,0,"[{'id': 27, 'name': 'Horror'}]",,80195,tt1811371,en,Underground,"A group of friends fight for their lives against the lethal and ravenous creatures lurking beneath the Earth's surface. The group finds themselves at the mercy of creatures genetically engineered by the military to be expendable in battle. Though they fought countless battles in Iraq, these friends never knew real fear until they went underground.",15.908926999999998,/op0J80b0zpusiXn2aPnVJ5jVLte.jpg,"[{'name': 'Tax Credit Finance', 'id': 3782}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-01-01,0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Underground,False,4.6,8,0
False,/cVh01PMK6ydxBrTpehHPJBNIXiq.jpg,,18000000,"[{'id': 35, 'name': 'Comedy'}]",http://www.boratmovie.com/,496,tt0443453,en,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"Kazakh journalist Borat Sagdiyev travels to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in American culture.",15.904274,/9yoY43fgCmuCv2tzIr77z9jCx1L.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Four By Two Productions', 'id': 20567}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-11-01,261572744,82.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'he', 'name': '×¢Ö´×‘Ö°×¨Ö´×™×ª'}, {'iso_639_1': 'kk', 'name': 'Ò›Ð°Ð·Ð°Ò›'}]",Released,"Come to Kazakhstan, it's nice!",Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,False,6.5,1864,0
False,/kmSrCmhF3mB15woqQ7z3Y4UGRwr.jpg,,1400000,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,521,tt0046912,en,Dial M for Murder,"An ex-tennis pro carries out a plot to have his wife murdered after discovering she is having an affair, and assumes she will soon leave him for the other man anyway. When things go wrong, he improvises a new plan - to frame her for murder instead.",15.88685,/xrpK1PyckNWmRxU4kZURfaCyboS.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1954-05-29,3000000,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,If a woman answers...hang on for dear life!,Dial M for Murder,False,7.9,656,0
